ProductName,Rating,Price,OriginalPrice,Discount,Reviews,Features,PageNumber,Ratings1,Reviews1,Number_Ratings,Number_Reviews,Brand,Ton,Star,AC_Type,Power_Usage,Room_Size
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",19,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",19,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Blue Star 2026 Model 1 Ton 3 Star Split Inverter AC,4.0,32990,49500,33,"4,839 Ratings & 434 Reviews",Annual Power Usage: 676.06 kWhRoom Size: 90 sqft or Below60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr from 16th February 2026 to 31st March 2026.,19,"4,839 Ratings ", 434 Reviews,4839,434,Blue,1.0,3.0,Split,676.06,90 sqft
CARRIER 2023 Model 1 Ton 3 Star Window Fixed Speed 2 Way Air Directional control with Dust Filter(2023...,4.2,28031,39090,28,562 Ratings & 73 Reviews,Annual Power Usage: 870.87 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years Warranty on Compressor,19,562 Ratings , 73 Reviews,562,73,CARRIER,1.0,3.0,Window,870.87,90 sqft
Blue Star 2026 Model 1.5 Ton 5 Star Window Inverter AC,4.2,39890,48500,17,"1,500 Ratings & 143 Reviews","Annual Power Usage: 1053.51 kWhRoom Size: 111 - 150 sqft1 Year Warranty on the Product is Limited to Manufacturing Defects Only,5 Years warranty on PCB and 10 Years warranty on Compressor",19,"1,500 Ratings ", 143 Reviews,1500,143,Blue,1.5,5.0,Window,1053.51,111 - 150 sqft
Hitachi 2023 Model 1 Ton 3 Star Split Fixed Speed Soft dry Silent Air Ambience Light R 32 AC,3.9,34377,46600,26,"2,394 Ratings & 305 Reviews",Annual Power Usage: 706.76 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and  5 Years Warranty on Compressor,19,"2,394 Ratings ", 305 Reviews,2394,305,Hitachi,1.0,3.0,Split,706.76,90 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",20,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,20,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Hitachi 2024 Model 1.5 Ton 5 Star Split Inverter AC,4.0,40129,75850,47,"5,094 Ratings & 705 Reviews","Annual Power Usage: 774.58 WRoom Size: 111 - 150 sqft1 Year Warranty on Product,  5 Years on PCB and Motor, 10 Years Warranty on Compressor",20,"5,094 Ratings ", 705 Reviews,5094,705,Hitachi,1.5,5.0,Split,774.58,111 - 150 sqft
Blue Star 2025 Model 0.8 Ton 3 Star Window Fixed Speed AC,4.0,23290,27600,15,601 Ratings & 41 Reviews,Annual Power Usage: 611.54 kWhRoom Size: 90 sqft or BelowWarranty of the Product is Limited to Manufacturing Defects Only,20,601 Ratings , 41 Reviews,601,41,Blue,0.8,3.0,Window,611.54,90 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",20,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",20,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Blue Star 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32990,56400,41,"26,862 Ratings & 2,253 Reviews",Annual Power Usage: 1006.84 UnitsRoom Size: 111 - 150 sqft60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,20,"26,862 Ratings "," 2,253 Reviews",26862,2253,Blue,1.5,3.0,Split,1006.84,111 - 150 sqft
Godrej 2024 Model 1 Ton 3 Star Split Inverter AC,4.0,29490,41990,29,"8,298 Ratings & 716 Reviews","Annual Power Usage: 654.68 UnitsRoom Size: 90 sqft or Below1 Year Warranty on the Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",20,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,654.68,90 sqft
Blue Star 2026 Model 1.5 Tons 3 Star Split Inverter AC,4.1,35549,60000,40,"26,862 Ratings & 2,253 Reviews",Room Size: 111 - 150 sqft,20,"26,862 Ratings "," 2,253 Reviews",26862,2253,Blue,1.5,3.0,Split,854.39,111 - 150 sqft
Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.3,39138,66443,41,"17,218 Ratings & 1,537 Reviews",Annual Power Usage: 785.67 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,20,"17,218 Ratings "," 1,537 Reviews",17218,1537,Daikin,1.5,5.0,Split,785.67,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",20,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,36490,72990,50,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,20,"26,515 Ratings "," 2,683 Reviews",26515,2683,Samsung,1.5,5.0,Split,751.24,111 - 150 sqft
Hitachi 2026 Model 1.5 Ton 5 Star Split Inverter AC,4.0,44990,77990,42,"5,094 Ratings & 705 Reviews","Annual Power Usage: 690.72 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product, 5 Year Warranty on PCB & 10 Year Warranty on Compressor.",20,"5,094 Ratings ", 705 Reviews,5094,705,Hitachi,1.5,5.0,Split,690.72,111 - 150 sqft
CARRIER 2023 Model 1 Ton 3 Star Window Fixed Speed 2 Way Air Directional control with Dust Filter(2023...,4.2,28031,39090,28,562 Ratings & 73 Reviews,Annual Power Usage: 870.87 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years Warranty on Compressor,20,562 Ratings , 73 Reviews,562,73,CARRIER,1.0,3.0,Window,870.87,90 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,20,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",20,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Daikin 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,32883,59081,44,"24,785 Ratings & 1,912 Reviews",Annual Power Usage: 966.47 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years on Compressor,20,"24,785 Ratings "," 1,912 Reviews",24785,1912,Daikin,1.5,3.0,Split,966.47,111 - 150 sqft
Whirlpool 2026 Model 2 Ton 3 Star Split Inverter AC,4.0,39590,70940,44,761 Ratings & 82 Reviews,Annual Power Usage: 1079.61 kWhRoom Size: 151 - 200 sqft1+9 Years Warranty on Compressor,20,761 Ratings , 82 Reviews,761,82,Whirlpool,2.0,3.0,Split,1079.61,151 - 200 sqft
CARRIER 2022 Model 1 Ton 3 Star Window Fixed Speed AC,4.2,28094,37590,25,562 Ratings & 73 Reviews,Annual Power Usage: 1120 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years on Compressor,20,562 Ratings , 73 Reviews,562,73,CARRIER,1.0,3.0,Window,1120.0,90 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",20,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",20,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
Godrej 2026 Model 1.5 Ton 5 Star Split Inverter AC,4.0,37990,52000,26,"12,566 Ratings & 1,206 Reviews",Annual Power Usage: 657.81 UnitsRoom Size: 111 - 150 sqft5 Years Manufacturer Warranty,20,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,657.81,111 - 150 sqft
Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,35790,57000,37,"24,445 Ratings & 2,408 Reviews",Annual Power Usage: 878.09 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty,20,"24,445 Ratings "," 2,408 Reviews",24445,2408,Panasonic,1.5,3.0,Split,878.09,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",21,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,21,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Haier 2024 Model 1.6 Ton 5 Star Split Inverter AC,4.2,40980,79000,48,171 Ratings & 15 Reviews,Annual Power Usage: 836.95 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,21,171 Ratings , 15 Reviews,171,15,Haier,1.6,5.0,Split,836.95,151 - 200 sqft
IFB 2026 Model 1.5 Ton 3 Star Split Smart Inverter with Wi-fi AC,4.2,35590,63990,44,"8,648 Ratings & 903 Reviews",Annual Power Usage: 889 UnitsRoom Size: 111 - 150 sqft,21,"8,648 Ratings ", 903 Reviews,8648,903,IFB,1.5,3.0,Split,889.0,111 - 150 sqft
Whirlpool 2024 Model 1.5 Ton 3 Star Split Inverter AC,4.1,30490,65400,53,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 1015.5 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",21,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,1015.5,111 - 150 sqft
Blue Star 2025 Model 2 Ton 3 Star Split Inverter AC,4.0,44190,66100,33,"1,251 Ratings & 72 Reviews",Annual Power Usage: 1261.37 UnitsRoom Size: 151 - 200 sqft60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,21,"1,251 Ratings ", 72 Reviews,1251,72,Blue,2.0,3.0,Split,1261.37,151 - 200 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",21,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",21,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Haier 2025 Model 1.6 Ton 5 Star Split Inverter AC,4.2,42990,79000,45,171 Ratings & 15 Reviews,Annual Power Usage: 836.95 WRoom Size: 151 - 200 sqft5 Year Comprehensive Warranty,21,171 Ratings , 15 Reviews,171,15,Haier,1.6,5.0,Split,836.95,151 - 200 sqft
Voltas 2025 Model 1.5 Ton 5 Star Window Inverter Turbo Cooling | Energy Efficient | High ambient Cooli...,4.3,32990,45990,28,"8,589 Ratings & 892 Reviews","Annual Power Usage: 1104.04 kWhRoom Size: 111 - 150 sqft5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st May 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor",21,"8,589 Ratings ", 892 Reviews,8589,892,Voltas,1.5,5.0,Window,1104.04,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",21,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
Samsung 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.2,36490,72990,50,"26,515 Ratings & 2,683 Reviews",Annual Power Usage: 751.24 WRoom Size: 111 - 150 sqft5 Years Comprehensive Warranty on AC and 10 Years Warranty on Compressor,21,"26,515 Ratings "," 2,683 Reviews",26515,2683,Samsung,1.5,5.0,Split,751.24,111 - 150 sqft
Haier 2025 Model 1.5 Ton 4 Star Split Triple Inverter AC,3.8,35490,64900,45,"1,319 Ratings & 132 Reviews",Room Size: 111 - 150 sqft,21,"1,319 Ratings ", 132 Reviews,1319,132,Haier,1.5,4.0,Split,854.39,111 - 150 sqft
Godrej 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.0,33288,49990,33,"22,727 Ratings & 1,770 Reviews","Annual Power Usage: 1003.51 kWhRoom Size: 111 - 150 sqft1 Year Warranty On The Product, 10 Years Warranty On The Compressor",21,"22,727 Ratings "," 1,770 Reviews",22727,1770,Godrej,1.5,3.0,Split,1003.51,111 - 150 sqft
Godrej 2023 Model 1.5 Ton 3 Star Split Fixed Speed with Anti-Dust Filter AC,4.0,53813,55999,3,"22,727 Ratings & 1,770 Reviews","Annual Power Usage: 1025.69 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 5 Years Warranty on Compressor",21,"22,727 Ratings "," 1,770 Reviews",22727,1770,Godrej,1.5,3.0,Split,1025.69,111 - 150 sqft
Panasonic 2024 Model 2 Ton 5 Star Split Inverter with Wi-fi AC,4.3,61890,87900,29,920 Ratings & 97 Reviews,"Annual Power Usage: 926.31 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB, 5 Years Warranty on ODU Casing and 10 Years Warranty on Compressor",21,920 Ratings , 97 Reviews,920,97,Panasonic,2.0,5.0,Split,926.31,151 - 200 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,21,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Geo-Fencing & V...,4.2,33490,65900,49,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",21,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blue Fin Anti Corrosive Coatin...,4.0,35399,54990,35,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 744.39 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",21,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,744.39,111 - 150 sqft
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter 2023 Model AC,4.0,36999,54900,32,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 765.86 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",21,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,765.86,111 - 150 sqft
LG 2025 Model 1.5 Ton 5 Star Split AI Dual Inverter AI Convertible 6-in-1 Split with Faster Cooling an...,4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews","Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product,5 year on Pcb and 10 Years Warranty on Compressor",21,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,29990,59700,49,"18,604 Ratings & 2,838 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor",21,"18,604 Ratings "," 2,838 Reviews",18604,2838,Midea,1.5,3.0,Split,854.39,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Window Inverter AC,3.8,30949,50000,38,97 Ratings & 17 Reviews,"Annual Power Usage: 1122.36 kWhRoom Size: 111 - 150 sqft1 Year Warranty On The Product,1 Year Warranty On PCB,1 plus 4 Year Warranty On The Compressor",21,97 Ratings , 17 Reviews,97,17,Whirlpool,1.5,3.0,Window,1122.36,111 - 150 sqft
Voltas 2026 Model 2 Ton 5 Star Split Inverter AC,4.2,59990,90990,34,327 Ratings & 33 Reviews,Annual Power Usage: 857.53 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product + 10 Years on Inverter SAC Compressor,21,327 Ratings , 33 Reviews,327,33,Voltas,2.0,5.0,Split,857.53,151 - 200 sqft
Panasonic 2024 Model 2 Ton 5 Star Split Inverter with Wi-fi AC,4.3,61890,87900,29,920 Ratings & 97 Reviews,"Annual Power Usage: 926.31 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB, 5 Years Warranty on ODU Casing and 10 Years Warranty on Compressor",22,920 Ratings , 97 Reviews,920,97,Panasonic,2.0,5.0,Split,926.31,151 - 200 sqft
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blue Fin Anti Corrosive Coatin...,4.0,35399,54990,35,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 744.39 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,744.39,111 - 150 sqft
Voltas 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.2,33990,60990,44,"83,437 Ratings & 7,067 Reviews","Annual Power Usage: 900.94 kWhRoom Size: 111 - 150 sqft1 Year Warranty On Product,10 Years Warranty On Compressor",22,"83,437 Ratings "," 7,067 Reviews",83437,7067,Voltas,1.5,3.0,Split,900.94,111 - 150 sqft
"LG 2025 Model 1.5 Ton 5 Star Split Dual Inverter with Faster Cooling and Energy Saving, AI Convertible...",4.2,42990,78990,45,"46,175 Ratings & 4,255 Reviews",Annual Power Usage: 744.75 kWhRoom Size: 111 - 150 sqft1 Year Manufacturing Warranty on Product,22,"46,175 Ratings "," 4,255 Reviews",46175,4255,LG,1.5,5.0,Split,744.75,111 - 150 sqft
Godrej 2023 Model 1.5 Ton 5 Star Split Inverter 2023 Model AC,4.0,36999,54900,32,"12,566 Ratings & 1,206 Reviews","Annual Power Usage: 765.86 UnitsRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22,"12,566 Ratings "," 1,206 Reviews",12566,1206,Godrej,1.5,5.0,Split,765.86,111 - 150 sqft
Voltas 2026 Model 2 Ton 5 Star Split Inverter AC,4.2,59990,90990,34,327 Ratings & 33 Reviews,Annual Power Usage: 857.53 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product + 10 Years on Inverter SAC Compressor,22,327 Ratings , 33 Reviews,327,33,Voltas,2.0,5.0,Split,857.53,151 - 200 sqft
Godrej 2025 Model 1 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling At Ex...,4.0,26490,38600,31,"8,298 Ratings & 716 Reviews","Annual Power Usage: 1034 UnitsRoom Size: 90 sqft or Below5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 7 days of purchase) and 10 Years Warranty on Compressor",22,"8,298 Ratings ", 716 Reviews,8298,716,Godrej,1.0,3.0,Split,1034.0,90 sqft
"CARRIER 2026 Model 1.5 Ton 3 Star Split AI Inverter Convertible 6-in-1 with Smart Energy Display, Inst...",4.2,32490,65500,50,"38,222 Ratings & 4,626 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on the Compressor",22,"38,222 Ratings "," 4,626 Reviews",38222,4626,CARRIER,1.5,3.0,Split,854.39,111 - 150 sqft
Blue Star 2025 Model 2 Ton 3 Star Split Inverter AC,4.0,44190,66100,33,"1,251 Ratings & 72 Reviews",Annual Power Usage: 1261.37 UnitsRoom Size: 151 - 200 sqft60 months for those customers who purchase Blue Star Split ACs (Inverter or Fixed Speed SACs) of Tonnage up to 2 Tr from 16th February 2026 to 30th June 2026.,22,"1,251 Ratings ", 72 Reviews,1251,72,Blue,2.0,3.0,Split,1261.37,151 - 200 sqft
IFB 2026 Model 1.5 Ton 3 Star Split Smart Inverter with Wi-fi AC,4.2,35590,63990,44,"8,648 Ratings & 903 Reviews",Annual Power Usage: 889 UnitsRoom Size: 111 - 150 sqft,22,"8,648 Ratings ", 903 Reviews,8648,903,IFB,1.5,3.0,Split,889.0,111 - 150 sqft
Acer 2025 Model 1 Ton 3 Star Split Inverter AC,4.1,26889,41499,35,45 Ratings & 4 Reviews,Annual Power Usage: 655.42 UnitsRoom Size: 90 sqft or Below1 year comprehensive warranty and 10 years warranty on compressor with gas charging,22,45 Ratings , 4 Reviews,45,4,Acer,1.0,3.0,Split,655.42,90 sqft
Godrej 2023 Model 2 Ton 3 Star Split Inverter i-sense Technology with Blue Fin Anti Corrosive Coating ...,3.9,39999,60990,34,"2,151 Ratings & 134 Reviews","Annual Power Usage: 1201.27 UnitsRoom Size: 151 - 200 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor",22,"2,151 Ratings ", 134 Reviews,2151,134,Godrej,2.0,3.0,Split,1201.27,151 - 200 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Split Inverter AC,4.1,32240,57150,43,"30,027 Ratings & 3,540 Reviews","Annual Power Usage: 858.22 kWhRoom Size: 111 - 150 sqft1 year warranty on product, 5 years  warranty on compressor",22,"30,027 Ratings "," 3,540 Reviews",30027,3540,Whirlpool,1.5,3.0,Split,858.22,111 - 150 sqft
"Samsung Bespoke AI 2026 Model 1.5 ton 4 Star Split Inverter with Wi-fi Energy Saving, Voice Control, P...",4.1,38990,82990,53,"6,233 Ratings & 578 Reviews",Annual Power Usage: 713.57 kWhRoom Size: 111 - 150 sqft5 year comprehensive warranty on product and 10 years warranty on compressor,22,"6,233 Ratings ", 578 Reviews,6233,578,Samsung,1.5,4.0,Split,713.57,111 - 150 sqft
Whirlpool 2026 Model 1.5 Ton 3 Star Window Inverter AC,3.8,30949,50000,38,97 Ratings & 17 Reviews,"Annual Power Usage: 1122.36 kWhRoom Size: 111 - 150 sqft1 Year Warranty On The Product,1 Year Warranty On PCB,1 plus 4 Year Warranty On The Compressor",22,97 Ratings , 17 Reviews,97,17,Whirlpool,1.5,3.0,Window,1122.36,111 - 150 sqft
MITASHI 2018 Model 1 Ton 3 Star Split Inverter AC,4.1,29500,40500,27,"1,420 Ratings & 361 Reviews",Annual Power Usage: 765.59 UnitsRoom Size: 90 sqft or Below5 Years Product and 5 Years on Compressor from Mitashi,22,"1,420 Ratings ", 361 Reviews,1420,361,MITASHI,1.0,3.0,Split,765.59,90 sqft
